ms_uniprot_ac	id	ms_unique_pep	ms_spectral_counts	names	lengths	uniprot_id	Mass
A6NDG6	FU000449		13	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
A6NDG6	FU000397		10	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
A6NDG6	FU000399		7	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
A6NDG6	FU000417		4	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
A6NDG6	FU000419		5	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
A6NDG6	FU000409		5	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
A6NDG6	FU000455		7	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
A6NDG6	FU000405		11	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
A6NDG6	FU000407		13	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
A6NDG6	FU000411		10	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
A6NJ78	FU000443		3	sp|A6NJ78|MET15_HUMAN	407	MET15_HUMAN	44770
A6NJ78	FU000453		2	sp|A6NJ78|MET15_HUMAN	407	MET15_HUMAN	44770
A8CG34	FU000423		1	sp|A8CG34|P121C_HUMAN	1229	P121C_HUMAN	135190
A8CG34	FU000425		1	sp|A8CG34|P121C_HUMAN	1229	P121C_HUMAN	135190
A8CG34	FU000451		2	sp|A8CG34|P121C_HUMAN	1229	P121C_HUMAN	135190
A8K7I4	FU000437		1	sp|A8K7I4|CLCA1_HUMAN	914	CLCA1_HUMAN	100540
A8K7I4	FU000403		2	sp|A8K7I4|CLCA1_HUMAN	914	CLCA1_HUMAN	100540
A8K7I4	FU000399		2	sp|A8K7I4|CLCA1_HUMAN	914	CLCA1_HUMAN	100540
A8K7I4	FU000417		2	sp|A8K7I4|CLCA1_HUMAN	914	CLCA1_HUMAN	100540
A8K7I4	FU000419		2	sp|A8K7I4|CLCA1_HUMAN	914	CLCA1_HUMAN	100540
A8K7I4	FU000445		2	sp|A8K7I4|CLCA1_HUMAN	914	CLCA1_HUMAN	100540
A8K7I4	FU000455		2	sp|A8K7I4|CLCA1_HUMAN	914	CLCA1_HUMAN	100540
A8K7I4	FU000385		1	sp|A8K7I4|CLCA1_HUMAN	914	CLCA1_HUMAN	100540
A8K7I4	FU000395		1	sp|A8K7I4|CLCA1_HUMAN	914	CLCA1_HUMAN	100540
E9PAV3	FU000393		16	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000395		11	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000423		15	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000425		14	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000437		14	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000451		12	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000389		8	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000391		13	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000427		6	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000429		10	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000441		10	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000457		4	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000401		8	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000403		12	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000413		11	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000415		8	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000439		10	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000449		12	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000397		13	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000399		7	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000417		11	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000419		12	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000445		12	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000455		15	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000405		16	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000407		14	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000409		15	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000411		11	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000443		18	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000453		8	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000385		12	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000387		14	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000431		8	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000433		9	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000435		13	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
E9PAV3	FU000447		5	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
O00165	FU000391		2	sp|O00165|HAX1_HUMAN	279	HAX1_HUMAN	30690
O00165	FU000441		1	sp|O00165|HAX1_HUMAN	279	HAX1_HUMAN	30690
O00165	FU000401		4	sp|O00165|HAX1_HUMAN	279	HAX1_HUMAN	30690
O00165	FU000403		3	sp|O00165|HAX1_HUMAN	279	HAX1_HUMAN	30690
O00165	FU000413		2	sp|O00165|HAX1_HUMAN	279	HAX1_HUMAN	30690
O00165	FU000415		2	sp|O00165|HAX1_HUMAN	279	HAX1_HUMAN	30690
O00165	FU000449		5	sp|O00165|HAX1_HUMAN	279	HAX1_HUMAN	30690
O00170	FU000393		6	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000395		7	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000423		6	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000425		5	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000437		7	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000451		3	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000389		7	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000391		7	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000427		5	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000429		7	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000441		10	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000457		7	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000401		9	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000403		6	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000413		7	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000415		6	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000439		8	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000449		10	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000397		3	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000399		5	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000417		5	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000419		5	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000445		7	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000455		5	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000405		8	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000407		12	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000409		8	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000411		9	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000443		4	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000453		6	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000385		9	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000387		8	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000431		8	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000433		11	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000435		8	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00170	FU000447		6	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
O00178	FU000395		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000425		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000437		3	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000451		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000389		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000391		1	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000441		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000457		1	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000401		1	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000403		1	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000413		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000415		1	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000439		1	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000449		1	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000405		1	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000407		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000409		1	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000411		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000443		3	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000453		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000387		1	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000431		3	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000435		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00178	FU000447		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
O00244	FU000393		12	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000395		15	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000423		8	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000425		9	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000437		10	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000451		14	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000389		11	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000391		12	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000427		9	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000429		7	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000441		11	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000457		7	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000401		11	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000403		12	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000413		8	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000415		11	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000439		11	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000449		10	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000397		8	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000399		9	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000417		11	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000419		9	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000445		13	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000455		9	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000405		12	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000407		11	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000409		11	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000411		8	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000443		11	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000453		9	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000385		11	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000387		10	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000431		9	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000433		8	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000435		10	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00244	FU000447		9	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
O00311	FU000389		1	sp|O00311|CDC7_HUMAN	574	CDC7_HUMAN	63140
O00311	FU000401		1	sp|O00311|CDC7_HUMAN	574	CDC7_HUMAN	63140
O00311	FU000413		1	sp|O00311|CDC7_HUMAN	574	CDC7_HUMAN	63140
O00311	FU000415		2	sp|O00311|CDC7_HUMAN	574	CDC7_HUMAN	63140
O00311	FU000405		1	sp|O00311|CDC7_HUMAN	574	CDC7_HUMAN	63140
O00410	FU000385		2	sp|O00410|IPO5_HUMAN	1097	IPO5_HUMAN	120670
O00411	FU000393		2	sp|O00411|RPOM_HUMAN	1230	RPOM_HUMAN	135300
O00411	FU000395		3	sp|O00411|RPOM_HUMAN	1230	RPOM_HUMAN	135300
O00411	FU000423		1	sp|O00411|RPOM_HUMAN	1230	RPOM_HUMAN	135300
O00411	FU000425		1	sp|O00411|RPOM_HUMAN	1230	RPOM_HUMAN	135300
