Prey	EBOV_VP35_Reproducibility	GFP_Reproducibility	MARV_VP24_Reproducibility	MARV_VP35_Reproducibility	MARV_VP40_Reproducibility	Vector_Reproducibility	EBOV_VP35_Abundance	GFP_Abundance	MARV_VP24_Abundance	MARV_VP35_Abundance	MARV_VP40_Abundance	Vector_Abundance	EBOV_VP35_Specificty	GFP_Specificty	MARV_VP24_Specificty	MARV_VP35_Specificty	MARV_VP40_Specificty	Vector_Specificty	EBOV_VP35_mist	GFP_mist	MARV_VP24_mist	MARV_VP35_mist	MARV_VP40_mist	Vector_mist	EBOV_VP35_wd	GFP_wd	MARV_VP24_wd	MARV_VP35_wd	MARV_VP40_wd	Vector_wd	EBOV_VP35_mist_percent_global	GFP_mist_percent_global	MARV_VP24_mist_percent_global	MARV_VP35_mist_percent_global	MARV_VP40_mist_percent_global	Vector_mist_percent_global	EBOV_VP35_wd_percent_global	GFP_wd_percent_global	MARV_VP24_wd_percent_global	MARV_VP35_wd_percent_global	MARV_VP40_wd_percent_global	Vector_wd_percent_global	EBOV_VP35_wd_percent_perBait	GFP_wd_percent_perBait	MARV_VP24_wd_percent_perBait	MARV_VP35_wd_percent_perBait	MARV_VP40_wd_percent_perBait	Vector_wd_percent_perBait	Entry.name	Protein.names	Gene.names
O00178	0.757600241847434	0.735645935597822	0.987623359507815	NA	0.981081039123165	0.737125723729547	0.000103391380718986	0.00012735814455024	0.000119081871588897	NA	0.00019419175658131	0.000173302999693635	0.144134408410181	0.177545658964165	0.166007988233501	NA	0.270716125061296	0.241595819330857	0.332548597139081	0.348678924241062	0.418512280850848	NA	0.488272701274309	0.393042782537651	2.16	1.76363261480389	1.86645332114146	NA	2.33972306053516	2.03646752981726	0.309020284851096	0.342900302114795	0.560422960725041	NA	0.79283556322825	0.482088908070756	0.501726370306429	0.36750107898144	0.40008631851532	NA	0.553301683211046	0.454251186879584	0.384133611691023	0.480857580398163	0.384517766497461	NA	0.566265060240964	0.593192868719612	GTPB1_HUMAN	GTP-binding protein 1 (G-protein 1) (GP-1) (GP1)	GTPBP1
O00244	0.987228753651988	0.986918394646878	0.989027056145353	0.99147779368756	0.984240591636789	0.996000014389164	0.00751573305395193	0.0129278735024271	0.0108812624179008	0.00739166994531125	0.0114227998888448	0.0123051815650146	0.120358568037739	0.20702975097113	0.174254880217275	0.118371794692397	0.18292717792579	0.197057828155669	0.3871414831088	0.446491947014695	0.424662832894281	0.387089747018882	0.429134239364944	0.442454335100609	3.36650164612069	3.08220700148449	3.24037034920393	3.13581462037113	3.21455025366432	3.08220700148449	0.459430297798855	0.684505826499735	0.585455330168283	0.458998705222248	0.603582218385804	0.663789382822568	0.701769529564087	0.672205438066461	0.690332326283983	0.678463530427272	0.688605955977553	0.672205438066461	0.521920668058454	0.839203675344565	0.717005076142132	0.55080831408776	0.74698795180723	0.846029173419775	ATOX1_HUMAN	Copper transport protein ATOX1 (Metal transport protein ATX1)	ATOX1 HAH1
O00311	NA	5.58110672701622e-11	0.55934542348203	NA	5.58110672701622e-11	NA	NA	2.33895340203812e-05	8.17930633375877e-05	NA	2.28621440363011e-05	NA	NA	0.182666884759922	0.638785025038506	NA	0.178548090201572	NA	NA	0.125220115590616	0.610468853507714	NA	0.122396637589677	NA	NA	1.4947502824897	3.45197791186678	NA	1.4947502824897	NA	NA	0.08761329305136	0.876996115666738	NA	0.0854553301683216	NA	NA	0.258523953388002	0.709753992231329	NA	0.258523953388002	NA	NA	0.324655436447167	0.746192893401015	NA	0.240963855421687	NA	CDC7_HUMAN	Cell division cycle 7-related protein kinase (CDC7-related kinase) (HsCdc7) (huCdc7) (EC 2.7.11.1)	CDC7 CDC7L1
O00410	NA	NA	NA	NA	NA	5.58110672701622e-11	NA	NA	NA	NA	NA	2.79322248945728e-05	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.68551016649328	NA	NA	NA	NA	NA	5.42161202165907	NA	NA	NA	NA	NA	0.928139835994743	NA	NA	NA	NA	NA	0.820457488131196	NA	NA	NA	NA	NA	0.969205834683958	IPO5_HUMAN	Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)	IPO5 KPNB3 RANBP5
O00411	0.950749730429806	NA	NA	0.735953016166298	NA	NA	7.35694694379303e-05	NA	NA	4.19798210438665e-05	NA	NA	0.636693389731546	NA	NA	0.363306610268454	NA	NA	0.729794938398418	NA	NA	0.476114148682649	NA	NA	47.8856511059591	NA	NA	13.823396778173	NA	NA	0.948208890806997	NA	NA	0.77643504531716	NA	NA	0.928355632283107	NA	NA	0.886275356063862	NA	NA	0.830897703549058	NA	NA	0.75519630484989	NA	NA	RPOM_HUMAN	DNA-directed RNA polymerase, mitochondrial (MtRPOL) (EC 2.7.7.6)	POLRMT
O00425	0.990776420839239	NA	NA	0.988297892462664	NA	NA	0.000372912620542458	NA	NA	0.00036616510728056	NA	NA	0.504564819780034	NA	NA	0.495435180219966	NA	NA	0.65157070128816	NA	NA	0.644547501498134	NA	NA	74.0337760755184	NA	NA	68.7386354243376	NA	NA	0.907207596029272	NA	NA	0.902675873974892	NA	NA	0.94777729823045	NA	NA	0.94324557617607	NA	NA	0.874739039665967	NA	NA	0.879907621247122	NA	NA	IF2B3_HUMAN	Insulin-like growth factor 2 mRNA-binding protein 3 (IGF2 mRNA-binding protein 3) (IMP-3) (IGF-II mRNA-binding protein 3) (KH domain-containing protein overexpressed in cancer) (hKOC) (VICKZ family member 3)	IGF2BP3 IMP3 KOC1 VICKZ3
O00458	5.58110672701622e-11	NA	0.608085812349732	NA	0.373180381273089	0.38665609720494	0.000111972153950844	NA	0.00016453476962951	NA	0.000356524856913514	6.61844670058843e-05	0.160139519570994	NA	0.235313138414405	NA	0.509892123056881	0.0946552189577199	0.109777909432369	NA	0.348923205825948	NA	0.464675617199056	0.18418249927777	3.5197473855626	NA	3.04819065080107	NA	4.75026204001614	1.62932643783787	0.0820025895554601	NA	0.343331894691402	NA	0.75377643504526	0.140051791109194	0.71601208459214	NA	0.667889512300384	NA	0.795425118687951	0.319810099266292	0.536534446764091	NA	0.686548223350253	NA	0.878179384203484	0.431118314424635	IFRD1_HUMAN	Interferon-related developmental regulator 1 (Nerve growth factor-inducible protein PC4)	IFRD1
O00479	0.760432323817808	0.611080843132203	0.979315820407206	0.355651932376099	0.749303388859286	0.586407098280555	0.000557483070807304	0.000487780561501187	0.00154041206256276	0.000282563215127076	0.000974866816073696	0.000808251141564529	0.1198538591365	0.104868444925198	0.331174774672895	0.0607485564251388	0.209587620089242	0.173766744751025	0.316780526443273	0.260428047384398	0.529181110712144	0.151374717687757	0.374862794218356	0.300047840403579	1.3228756555323	1	1.4142135623731	1.22474487139159	1.4142135623731	1.29099444873581	0.282908933966334	0.206301251618474	0.827578765645165	0.116098403107467	0.413034095813535	0.255502805351749	0.164220975399223	0	0.189469141130773	0.0943029779887786	0.189469141130773	0.14717306862322	0.105427974947808	0	0.154822335025381	0.121247113163972	0.164658634538153	0.209076175040519	HMGN4_HUMAN	High mobility group nucleosome-binding domain-containing protein 4 (Non-histone chromosomal protein HMG-17-like 3) (Non-histone chromosomal protein)	HMGN4 HMG17L3 NHC
O00483	0.994221533054487	0.973280364957245	0.977698952514724	0.722824451824902	0.850741902736826	0.740970763475116	0.00147887798194188	0.00288333572201786	0.00343952150270425	0.00112595252220273	0.0014874974017291	0.00110009945343779	0.128427393274535	0.2503920507545	0.298691836715289	0.0977789575225877	0.129175913185122	0.0955338485479655	0.3947942460697	0.47194963039388	0.506426198354222	0.290048191969879	0.35103964498344	0.294107674765836	1.63299316185545	1.63299316185545	2	1.6583123951777	1.4142135623731	1.22474487139159	0.489425981873086	0.769961156668046	0.812473025463897	0.242339231765216	0.347863616745782	0.248381527837723	0.320025895554596	0.320025895554596	0.440871817004746	0.329736728528269	0.189469141130773	0.0943029779887786	0.244258872651357	0.408882082695253	0.41497461928934	0.317551963048499	0.164658634538153	0.144246353322528	NDUA4_HUMAN	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)	NDUFA4
O00488	NA	NA	0.38611945381398	NA	5.58110672701622e-11	NA	NA	NA	0.000308872515750682	NA	0.000266265839081644	NA	NA	NA	0.537040371513267	NA	0.462959628486733	NA	NA	NA	0.487277821041481	NA	0.31736504188556	NA	NA	NA	5.48814731537217	NA	4.48105351862905	NA	NA	NA	0.792403970651643	NA	0.284851100561068	NA	NA	NA	0.823910228744057	NA	0.782045748813114	NA	NA	NA	0.875634517766498	NA	0.859437751004019	NA	ZN593_HUMAN	Zinc finger protein 593 (Zinc finger protein T86)	ZNF593 ZT86
O00541	0.976272830128677	5.58110672701622e-11	0.521819269876972	0.580915822877891	0.367559683967517	NA	0.000192474657401093	2.396033730392e-05	0.000140032848429774	5.7765914390943e-05	0.000240522415075439	NA	0.293963868467926	0.0365942900679074	0.213870222671535	0.088225077988123	0.367346540804509	NA	0.502725774902007	0.0250858946052809	0.307607910274483	0.239709476329004	0.365224349994991	NA	2.80849090447964	1.12602984702634	2.20655884828699	1.56027272471091	3.37808954107903	NA	0.80923608113934	0.0261113508847647	0.267803193785067	0.18472162278809	0.38390159689252	NA	0.640051791109189	0.0668968493741908	0.519637462235647	0.299309451877428	0.703495899870517	NA	0.489561586638831	0.0811638591117917	0.48477157360406	0.297921478060046	0.764390896921019	NA	PESC_HUMAN	Pescadillo homolog	PES1
O00566	0.386792176052448	NA	NA	NA	NA	NA	2.03355305028878e-05	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.804847111277224	NA	NA	NA	NA	NA	9.39050748043972	NA	NA	NA	NA	NA	0.966767371601126	NA	NA	NA	NA	NA	0.867716875269733	NA	NA	NA	NA	NA	0.703549060542795	NA	NA	NA	NA	NA	MPP10_HUMAN	U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)	MPHOSPH10 MPP10
O00567	0.996415682758011	NA	0.38611945381398	0.994594774550526	0.385680178658789	NA	0.00193211248231357	NA	6.96783116339922e-05	0.00229392405449611	0.000112822385219099	NA	0.438266114111574	NA	0.0158053131777909	0.520336776783948	0.025591795926687	NA	0.607871449876349	NA	0.129964550604472	0.663572061432603	0.136538009968715	NA	19.6986661186964	NA	2.45187998648248	20.2071023791329	3.24353234440452	NA	0.872895986188966	NA	0.0943029779887792	0.913034095813475	0.101208459214502	NA	0.899438929650395	NA	0.582649978420368	0.900517911091914	0.692058696590414	NA	0.765135699373693	NA	0.5748730964467	0.784064665127027	0.751004016064258	NA	NOP56_HUMAN	Nucleolar protein 56 (Nucleolar protein 5A)	NOP56 NOL5A
O00571	0.953137660475551	0.990185648520598	0.97987596636952	0.979445747577209	0.97686800381758	0.967112418994865	0.000351757235635077	0.00106456010285593	0.000774063386851213	0.000335334507592388	0.000766750238961326	0.00102334958131952	0.0815042422573237	0.246664903321747	0.179355087580619	0.0776989985570745	0.177660587746935	0.2371161805363	0.349945631969464	0.474599580792364	0.425275451409164	0.355453835594522	0.423185764555663	0.46093480671543	2.27303028283098	2.76887462097269	2.70801280154532	2.08166599946613	2.58198889747161	2.76887462097269	0.345274061286137	0.773845489857514	0.587181700474714	0.358437634872669	0.577470867501042	0.742123435476854	0.536901165299954	0.632067328441947	0.621061717738452	0.46525679758308	0.600345274061283	0.632067328441947	0.414405010438413	0.79019908116386	0.624365482233502	0.403002309468822	0.615796519410978	0.803889789303081	DDX3X_HUMAN	ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (Helicase-like protein 2) (HLP2)	DDX3X DBX DDX3
O00763	NA	0.56051889249859	0.787788790167738	0.903727080192861	0.940625625365525	0.967638248809254	NA	4.92066358106293e-05	5.68630440906246e-05	4.42164724260641e-05	0.000577899466717853	0.000517922310164444	NA	0.0394882615359331	0.0456325192687698	0.0354836618800025	0.463763573901985	0.415631983413309	NA	0.200006785339637	0.274338362618129	0.30315158463744	0.608129236020397	0.583468396671745	NA	2.43230425883856	2.61062287906813	2.71722244239226	7.93989951476745	7.02931722652893	NA	0.151488994389298	0.223780750971085	0.262192490289168	0.873543375053877	0.856495468277876	NA	0.576391886059557	0.605092792403968	0.624514458351313	0.862106171773833	0.851532153646946	NA	0.730474732006126	0.609137055837563	0.517321016166282	0.959839357429723	0.990275526742305	ACACB_HUMAN	Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACACB ACC2 ACCB
O14545	NA	5.58110672701622e-11	5.58110672701622e-11	NA	0.609154672559459	0.386604361890731	NA	4.61360567962158e-05	3.9517796708479e-05	NA	7.34086379917765e-05	5.0156034021725e-05	NA	0.220516116734621	0.188882875503499	NA	0.350870640207203	0.239730367554678	NA	0.151166278170868	0.129481335529691	NA	0.428468261208692	0.283616906966517	NA	1.73205080756888	1.73205080756888	NA	1.83711730708738	1.5	NA	0.115882606819163	0.0934397928355638	NA	0.600561070349551	0.235649546827797	NA	0.351963746223564	0.351963746223564	NA	0.388217522658609	0.259818731117825	NA	0.460949464012251	0.314720812182741	NA	0.35475234270415	0.343598055105348	TRAD1_HUMAN	TRAF-type zinc finger domain-containing protein 1 (Protein FLN29)	TRAFD1 FLN29
O14654	0.969494824261968	0.973479897890324	0.977181313961871	0.752096144223883	0.361609979463767	0.576671594822284	0.000602765403345579	0.000131533315782892	0.000166469445812414	4.81360675489196e-05	2.97631542323611e-05	4.78925153994121e-05	0.587170219779529	0.128130190465314	0.162162427607365	0.0468906563069894	0.0289931003255144	0.0466534055152878	0.701632887972414	0.388183063700541	0.412654708703678	0.264188524073362	0.131442764556499	0.209902148604696	4.85707651696447	1.60291539837194	2.05045626714201	1.56606184222915	1.44989153102257	1.36697084476134	0.940871817004668	0.463314630988324	0.539274924471267	0.210185584807943	0.0958135520069061	0.158826068191628	0.801035822183851	0.313767803193785	0.464393612429864	0.301467414760466	0.228312473025464	0.187958567112646	0.62108559498956	0.404287901990812	0.436548223350253	0.300230946882217	0.198125836680053	0.254457050243112	IRS4_HUMAN	Insulin receptor substrate 4 (IRS-4) (160 kDa phosphotyrosine protein) (py160) (Phosphoprotein of 160 kDa) (pp160)	IRS4
O14734	5.58110672701622e-11	NA	5.58110672701622e-11	5.58110672701622e-11	5.58110672701622e-11	NA	2.1386160817911e-05	NA	3.73030910319616e-05	2.66574225013163e-05	8.22750512654346e-05	NA	0.127585852843589	NA	0.222543294401344	0.159033218416364	0.490837634338703	NA	0.0874615054615465	NA	0.152555876088707	0.109019020452059	0.336474597092049	NA	1.22474487139159	NA	1.22474487139159	1.22474487139159	1.73205080756888	NA	0.0740181268882179	NA	0.11739318083729	0.0813552006905486	0.315062580923603	NA	0.0943029779887786	NA	0.0943029779887786	0.0943029779887786	0.351963746223564	NA	0.0553235908141962	NA	0.0748730964467005	0.121247113163972	0.325301204819277	NA	ACOT8_HUMAN	Acyl-coenzyme A thioesterase 8 (Acyl-CoA thioesterase 8) (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (EC 3.1.2.27) (HIV-Nef-associated acyl-CoA thioesterase) (Peroxisomal acyl-CoA thioesterase 2) (PTE-2) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (PTE-1) (Peroxisomal long-chain acyl-CoA thioesterase 1) (Thioesterase II) (hACTE-III) (hACTEIII) (hTE)	ACOT8 ACTEIII PTE1
O14757	0.566239313805937	0.871755985028881	0.824008728591576	0.386714867019048	0.759500289852502	0.958668800872193	0.000110969549226351	0.000303241818673538	0.000322181290263595	3.47874628915981e-05	0.000264633003419787	0.000339151893239558	0.0807071800348877	0.220545115524183	0.23431962712706	0.0253006167018158	0.192465262759688	0.246662197852366	0.230028055852775	0.420150563525182	0.41486178082472	0.136657171009927	0.366267063915287	0.464869509728157	1.52752523165195	1.4142135623731	1.61245154965971	1	1.5	1.35400640077266	0.177384548985759	0.565817867932636	0.546396201985293	0.10164005179111	0.386706948640469	0.754855416486779	0.27751402675874	0.189469141130773	0.316573154941734	0	0.259818731117825	0.182779456193354	0.206680584551148	0.234303215926493	0.282994923857868	0	0.243641231593039	0.247974068071313	CHK1_HUMAN	Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1)	CHEK1 CHK1
O14933	0.375477595664745	0.577562549092321	0.561566736062439	0.460879454840951	0.48475805682444	0.386723569551826	0.000262743890287083	0.00108363363048831	0.000496769431737517	0.000356822879024031	0.000943661399734475	0.000378336121086467	0.0746014553800965	0.30767849956441	0.141048846294654	0.101313511263852	0.267935873710673	0.107421813786314	0.16698771222164	0.38911851996429	0.269953540446606	0.211648689972921	0.33324074828139	0.192956805365763	1.58113883008419	1.82574185835055	1.52752523165195	1.4142135623731	1.91485421551268	1.4142135623731	0.127535606387571	0.466119982736273	0.218817436340097	0.160768234786363	0.310099266292615	0.146525679758309	0.302762192490289	0.380233059991367	0.27751402675874	0.189469141130773	0.41864479930945	0.189469141130773	0.233820459290188	0.496171516079633	0.242385786802031	0.21824480369515	0.404283801874163	0.259319286871961	UB2L6_HUMAN	Ubiquitin/ISG15-conjugating enzyme E2 L6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L6) (Retinoic acid-induced gene B protein) (RIG-B) (UbcH8) (Ubiquitin carrier protein L6) (Ubiquitin-protein ligase L6)	UBE2L6 UBCH8
